dien_tich,so_phong_ngu,so_phong_tam,quan_huyen,loai_bds,gia_tien
55.5,3,3,Quan 4,NhaO,11.062
39.0,3,2,Tan Binh,NhaO,4.803
62.8,6,4,Thu Duc,NhaO,5.684
299.9,3,3,Binh Thanh,NhaO,45.488
51.0,3,2,Tan Binh,NhaO,7.565
136.3,1,1,Binh Chanh,CanHo,3.013
261.2,5,4,Quan 1,NhaO,79.163
50.2,4,4,Quan 1,CanHo,6.827
78.9,2,1,Binh Thanh,CanHo,6.464
77.3,3,3,Tan Binh,CanHo,5.766
121.7,1,1,Binh Tan,CanHo,3.842
44.8,1,1,Quan 5,CanHo,3.573
48.7,3,2,Quan 5,CanHo,4.06
31.9,3,3,Tan Binh,NhaO,3.803
281.8,3,2,Hoc Mon,NhaO,12.134
86.0,4,2,Binh Thanh,NhaO,11.921
46.0,3,1,Quan 4,NhaO,7.961
110.0,3,1,Quan 8,NhaO,13.407
64.3,1,1,Tan Binh,CanHo,4.052
107.1,3,1,Hoc Mon,NhaO,4.297
142.5,4,4,Go Vap,NhaO,13.585
60.2,1,1,Tan Binh,CanHo,3.901
56.6,2,2,Hoc Mon,CanHo,1.366
90.7,2,1,Quan 4,CanHo,6.344
93.3,3,2,Quan 3,CanHo,9.77
95.3,3,3,Quan 1,NhaO,29.144
112.6,3,2,Hoc Mon,CanHo,2.965
226.7,4,2,Quan 3,NhaO,58.906
53.7,4,4,Thu Duc,CanHo,3.185
54.0,2,2,Quan 12,CanHo,2.056
94.9,4,2,Go Vap,NhaO,8.88
54.6,6,5,Binh Thanh,NhaO,8.616
136.0,5,5,Quan 8,NhaO,15.666
168.6,5,5,Tan Phu,NhaO,19.456
249.7,2,1,Quan 11,NhaO,35.125
133.4,2,1,Phu Nhuan,CanHo,12.705
87.6,4,3,Quan 11,NhaO,13.446
113.5,4,4,Binh Chanh,CanHo,3.077
91.5,5,3,Quan 8,NhaO,11.832
99.3,4,3,Quan 12,CanHo,3.789
204.8,5,4,Quan 8,NhaO,26.99
111.4,4,3,Nha Be,CanHo,4.208
33.1,1,1,Go Vap,CanHo,1.552
55.3,1,1,Hoc Mon,CanHo,1.195
90.5,2,1,Quan 3,CanHo,7.864
53.1,4,2,Quan 12,NhaO,3.696
61.4,2,1,Quan 11,CanHo,3.597
52.8,4,3,Quan 3,CanHo,6.405
185.5,5,3,Phu Nhuan,NhaO,38.083
246.6,2,2,Quan 7,NhaO,30.677
59.4,4,3,Quan 8,NhaO,7.733
269.7,5,4,Tan Binh,NhaO,35.352
233.6,3,3,Phu Nhuan,NhaO,43.637
44.9,2,1,Go Vap,CanHo,2.047
253.4,4,2,Quan 7,NhaO,37.309
297.1,4,4,Quan 7,NhaO,43.472
69.3,2,2,Nha Be,CanHo,2.407
87.5,4,4,Quan 12,NhaO,6.441
120.6,3,2,Quan 7,CanHo,8.021
136.9,1,1,Quan 8,CanHo,7.036
65.5,1,1,Thu Duc,CanHo,2.953
62.5,2,1,Quan 10,CanHo,5.378
47.3,2,1,Quan 4,CanHo,3.311
39.8,3,3,Nha Be,NhaO,2.468
37.0,3,2,Binh Tan,CanHo,1.539
75.6,3,2,Binh Thanh,CanHo,5.968
106.2,1,1,Quan 8,CanHo,5.589
138.1,1,1,Thu Duc,CanHo,5.879
92.1,2,2,Quan 4,NhaO,16.076
206.0,4,2,Go Vap,NhaO,19.356
72.6,2,2,Nha Be,CanHo,2.074
237.2,4,4,Phu Nhuan,NhaO,57.934
248.8,3,2,Tan Phu,NhaO,21.164
119.7,2,1,Tan Phu,CanHo,5.556
42.4,3,3,Quan 7,CanHo,3.06
101.2,3,2,Quan 3,CanHo,11.404
90.6,4,3,Go Vap,NhaO,9.714
101.7,4,2,Quan 11,NhaO,15.438
199.6,6,4,Quan 10,NhaO,42.272
145.1,2,1,Phu Nhuan,NhaO,29.086
297.1,2,1,Tan Phu,NhaO,26.377
51.1,1,1,Thu Duc,CanHo,2.791
191.3,6,6,Thu Duc,NhaO,18.341
257.6,3,1,Quan 10,NhaO,47.528
64.7,6,6,Go Vap,NhaO,7.695
87.0,4,4,Quan 1,NhaO,28.231
179.7,6,6,Tan Binh,NhaO,31.267
41.3,2,2,Binh Tan,CanHo,1.451
58.5,6,6,Quan 6,NhaO,9.836
72.9,2,2,Phu Nhuan,CanHo,7.314
112.8,4,3,Quan 1,CanHo,17.125
136.0,3,2,Quan 5,NhaO,24.881
40.2,1,1,Quan 12,CanHo,1.389
291.7,6,6,Quan 10,NhaO,60.284
132.9,2,1,Quan 6,NhaO,18.424
207.5,5,3,Quan 8,NhaO,27.085
112.1,4,3,Quan 11,CanHo,7.617
236.3,6,4,Quan 8,NhaO,29.282
122.5,1,1,Quan 5,CanHo,9.122
245.4,2,1,Hoc Mon,NhaO,10.724
121.2,2,1,Quan 5,CanHo,10.881
81.6,3,2,Quan 11,NhaO,14.32
61.6,2,1,Quan 1,CanHo,7.116
108.3,3,2,Quan 12,CanHo,3.705
48.6,3,2,Tan Phu,CanHo,2.616
67.2,3,3,Quan 11,CanHo,4.203
133.7,2,1,Quan 4,CanHo,10.878
47.0,3,2,Quan 1,CanHo,6.876
138.3,2,1,Nha Be,NhaO,7.413
139.5,3,3,Phu Nhuan,CanHo,12.196
130.8,4,3,Quan 4,CanHo,9.648
259.5,3,2,Quan 12,NhaO,15.573
86.7,2,1,Thu Duc,CanHo,3.884
61.8,2,1,Quan 11,CanHo,4.479
99.5,3,3,Binh Thanh,CanHo,9.552
35.0,2,2,Go Vap,NhaO,3.502
131.6,2,1,Binh Thanh,CanHo,9.871
101.0,5,4,Go Vap,NhaO,11.613
276.7,4,2,Quan 6,NhaO,36.042
104.8,6,6,Quan 3,NhaO,30.253
85.8,1,1,Quan 8,CanHo,4.696
171.1,4,2,Quan 10,NhaO,30.318
107.8,1,1,Binh Chanh,CanHo,2.383
65.1,2,2,Quan 12,CanHo,1.987
45.6,4,4,Hoc Mon,CanHo,1.254
35.8,3,3,Quan 1,CanHo,5.029
112.8,1,1,Nha Be,CanHo,3.825
60.2,1,1,Phu Nhuan,CanHo,5.231
87.6,1,1,Nha Be,CanHo,2.933
82.6,6,6,Quan 12,NhaO,6.873
84.3,3,2,Quan 6,CanHo,6.216
199.8,4,2,Quan 4,NhaO,35.661
33.9,5,5,Quan 10,NhaO,6.79
163.8,4,3,Quan 4,NhaO,33.772
93.0,1,1,Tan Binh,CanHo,5.507
110.1,3,3,Tan Binh,CanHo,6.655
132.9,3,3,Quan 6,CanHo,9.39
49.1,1,1,Hoc Mon,CanHo,0.996
68.8,3,3,Quan 5,NhaO,12.78
124.3,4,2,Quan 11,NhaO,20.015
112.5,1,1,Quan 8,CanHo,5.911
94.2,2,1,Quan 11,CanHo,6.135
54.3,3,2,Binh Thanh,NhaO,8.962
191.1,3,2,Go Vap,NhaO,19.818
76.0,1,1,Nha Be,CanHo,2.176
279.3,3,1,Phu Nhuan,NhaO,59.748
120.9,4,4,Quan 8,NhaO,15.738
123.4,3,2,Quan 6,CanHo,9.094
62.4,3,2,Quan 12,CanHo,2.4
78.0,2,2,Quan 8,CanHo,4.716
127.7,3,3,Quan 1,CanHo,15.013
60.4,3,2,Phu Nhuan,CanHo,5.76
124.0,1,1,Quan 1,CanHo,15.633
93.1,4,4,Quan 1,NhaO,32.287
35.6,4,2,Nha Be,NhaO,2.445
108.2,3,3,Go Vap,NhaO,9.866
80.2,2,1,Quan 4,NhaO,12.444
232.0,4,3,Quan 12,NhaO,15.75
69.9,1,1,Quan 7,CanHo,4.138
255.0,2,1,Quan 5,NhaO,47.589
119.8,2,1,Binh Tan,CanHo,3.802
101.5,6,4,Go Vap,NhaO,11.591
61.3,4,3,Quan 10,CanHo,5.748
110.3,2,2,Quan 1,CanHo,12.809
64.1,3,3,Quan 7,NhaO,7.67
48.9,2,1,Quan 1,CanHo,5.658
72.9,3,2,Binh Tan,NhaO,4.9
112.9,2,2,Quan 3,CanHo,11.139
46.0,2,2,Quan 10,CanHo,4.011
121.4,2,2,Nha Be,CanHo,3.453
49.8,5,4,Quan 5,NhaO,10.432
137.3,1,1,Phu Nhuan,CanHo,13.276
84.4,1,1,Quan 3,CanHo,7.984
162.6,2,1,Binh Thanh,NhaO,20.031
78.6,3,2,Quan 10,CanHo,6.597
50.0,3,3,Binh Tan,CanHo,2.1
291.3,2,2,Quan 8,NhaO,33.885
139.3,3,3,Nha Be,NhaO,8.322
42.8,4,4,Thu Duc,CanHo,2.573
119.8,2,2,Nha Be,CanHo,4.022
90.1,6,6,Go Vap,NhaO,10.544
227.4,4,3,Quan 6,NhaO,33.565
88.9,2,1,Tan Phu,CanHo,3.582
59.8,2,2,Quan 5,CanHo,4.433
244.5,3,2,Quan 12,NhaO,17.794
139.5,3,3,Tan Binh,NhaO,16.409
124.7,2,2,Binh Chanh,CanHo,3.53
87.6,1,1,Hoc Mon,CanHo,1.812
216.1,3,3,Quan 7,NhaO,30.944
257.8,4,4,Tan Phu,NhaO,27.222
39.9,3,1,Quan 7,NhaO,4.721
126.8,4,4,Quan 1,CanHo,17.496
85.9,2,2,Binh Thanh,CanHo,6.078
65.6,2,1,Hoc Mon,NhaO,2.697
51.8,2,1,Quan 3,CanHo,4.785
79.1,2,1,Quan 3,CanHo,6.918
126.4,4,4,Quan 4,CanHo,10.881
234.2,3,3,Quan 5,NhaO,45.379
46.8,2,2,Quan 4,CanHo,3.757
153.4,3,2,Go Vap,NhaO,13.832
63.8,1,1,Quan 7,CanHo,3.973
52.5,3,2,Quan 12,CanHo,1.833
138.9,3,3,Thu Duc,CanHo,7.345
207.9,3,3,Quan 7,NhaO,26.256
112.0,3,2,Phu Nhuan,NhaO,23.299
39.4,6,4,Go Vap,NhaO,4.753
100.0,2,2,Quan 10,CanHo,7.273
30.7,4,4,Tan Phu,NhaO,3.211
45.2,3,3,Quan 3,CanHo,4.539
76.9,1,1,Binh Thanh,CanHo,6.262
131.7,3,2,Quan 4,NhaO,25.701
86.7,2,2,Quan 8,CanHo,4.676
110.6,3,1,Quan 10,NhaO,20.317
213.8,4,3,Quan 5,NhaO,42.65
105.2,5,3,Thu Duc,NhaO,9.615
261.9,4,2,Quan 6,NhaO,37.513
123.2,1,1,Tan Binh,CanHo,7.27
57.4,4,4,Quan 7,CanHo,5.083
127.4,2,2,Quan 12,CanHo,4.079
138.3,3,2,Quan 6,CanHo,8.677
235.2,4,4,Quan 8,NhaO,29.423
38.3,2,2,Quan 10,CanHo,3.251
49.4,2,1,Quan 10,NhaO,8.26
129.9,4,4,Nha Be,NhaO,9.206
265.3,2,1,Tan Phu,NhaO,25.217
225.8,4,2,Phu Nhuan,NhaO,44.644
40.6,2,1,Tan Binh,CanHo,2.66
106.5,2,1,Nha Be,CanHo,3.47
128.0,1,1,Hoc Mon,CanHo,2.423
111.1,3,3,Tan Phu,CanHo,5.322
222.0,5,5,Quan 10,NhaO,44.44
271.9,4,2,Quan 10,NhaO,48.001
65.5,3,3,Hoc Mon,CanHo,1.721
111.3,2,1,Go Vap,CanHo,5.88
258.3,4,2,Quan 12,NhaO,16.884
65.3,4,4,Hoc Mon,CanHo,1.603
225.5,2,2,Quan 6,NhaO,31.101
163.3,4,2,Quan 3,NhaO,35.13
61.9,3,2,Phu Nhuan,CanHo,5.796
120.7,3,2,Quan 8,CanHo,7.625
74.7,3,3,Hoc Mon,CanHo,1.774
89.3,2,1,Thu Duc,CanHo,4.725
159.1,2,2,Quan 10,NhaO,26.211
35.5,3,2,Quan 10,CanHo,2.632
46.7,3,2,Nha Be,CanHo,1.766
197.9,5,5,Quan 10,NhaO,39.313
119.7,2,1,Quan 5,NhaO,20.079
84.9,1,1,Tan Binh,CanHo,4.709
110.9,3,2,Quan 8,CanHo,5.633
52.1,4,3,Nha Be,CanHo,1.975
94.6,4,4,Quan 4,CanHo,8.85
143.4,3,1,Tan Binh,NhaO,17.103
184.4,6,4,Binh Tan,NhaO,15.53
73.6,2,1,Binh Thanh,CanHo,5.716
137.6,1,1,Hoc Mon,CanHo,2.934
63.2,4,3,Quan 8,CanHo,4.318
190.1,4,3,Quan 10,NhaO,33.347
111.3,4,3,Thu Duc,NhaO,9.846
89.4,1,1,Tan Phu,CanHo,3.681
212.0,4,4,Hoc Mon,NhaO,9.643
84.8,4,3,Quan 4,CanHo,7.072
46.8,1,1,Binh Thanh,CanHo,3.362
81.9,1,1,Binh Thanh,CanHo,5.516
117.8,4,4,Hoc Mon,NhaO,5.488
39.6,4,4,Quan 4,CanHo,2.986
136.8,2,1,Tan Phu,CanHo,6.936
53.3,4,3,Tan Binh,CanHo,3.626
36.3,2,2,Tan Phu,CanHo,1.573
53.8,1,1,Quan 10,CanHo,4.042
107.8,3,2,Quan 12,NhaO,7.437
296.4,3,3,Go Vap,NhaO,31.184
33.9,3,2,Hoc Mon,CanHo,0.766
137.6,2,2,Phu Nhuan,CanHo,12.441
286.1,3,3,Thu Duc,NhaO,22.776
242.3,4,2,Go Vap,NhaO,25.43
149.7,3,1,Go Vap,NhaO,12.282
45.4,1,1,Tan Phu,CanHo,2.138
103.3,4,3,Quan 4,CanHo,7.724
258.5,2,1,Thu Duc,NhaO,19.936
54.1,4,3,Binh Tan,NhaO,3.528
68.0,2,1,Quan 3,CanHo,6.508
48.9,2,2,Thu Duc,CanHo,2.839
88.7,1,1,Quan 5,CanHo,7.172
102.3,2,2,Thu Duc,CanHo,5.025
96.5,3,3,Binh Tan,CanHo,3.605
182.3,5,5,Thu Duc,NhaO,16.353
55.5,2,1,Phu Nhuan,CanHo,4.434
126.7,6,5,Quan 5,NhaO,31.896
201.8,4,3,Phu Nhuan,NhaO,40.731
36.0,4,3,Quan 1,CanHo,4.57
109.8,4,2,Binh Thanh,NhaO,16.758
65.2,2,1,Phu Nhuan,CanHo,5.672
133.4,2,2,Quan 11,CanHo,7.802
84.4,4,3,Binh Tan,NhaO,5.735
113.9,2,2,Quan 6,CanHo,7.538
60.6,3,3,Quan 12,CanHo,1.955
280.4,4,3,Quan 11,NhaO,50.529
121.8,3,2,Quan 8,NhaO,13.052
47.9,1,1,Quan 5,CanHo,4.172
44.8,3,3,Quan 4,CanHo,3.747
257.3,4,2,Hoc Mon,NhaO,13.172
31.8,4,3,Quan 5,NhaO,6.547
259.8,4,4,Binh Chanh,NhaO,14.25
48.1,2,2,Phu Nhuan,CanHo,4.203
94.5,4,3,Quan 11,CanHo,6.782
277.8,2,1,Quan 5,NhaO,53.514
109.6,2,2,Binh Tan,CanHo,3.533
124.4,3,2,Quan 4,CanHo,9.314
242.5,5,4,Quan 1,NhaO,72.521
117.0,2,2,Binh Thanh,CanHo,8.955
71.1,1,1,Quan 11,CanHo,4.384
117.7,6,4,Quan 5,NhaO,30.126
78.0,1,1,Binh Tan,CanHo,2.504
295.6,4,2,Go Vap,NhaO,29.733
146.5,3,3,Phu Nhuan,NhaO,31.284
36.6,2,2,Hoc Mon,CanHo,0.836
82.2,2,2,Quan 5,CanHo,6.038
70.0,2,1,Tan Binh,CanHo,4.366
101.3,3,2,Quan 8,CanHo,5.883
166.0,4,4,Tan Phu,NhaO,17.684
119.1,5,4,Quan 3,NhaO,32.267
62.2,1,1,Quan 3,CanHo,6.145
43.6,5,5,Thu Duc,NhaO,4.096
52.4,3,2,Tan Phu,NhaO,4.26
37.5,2,2,Go Vap,CanHo,1.757
109.6,4,2,Tan Phu,NhaO,10.372
40.9,4,3,Quan 3,CanHo,4.126
94.1,3,3,Binh Tan,CanHo,4.014
136.4,1,1,Quan 10,CanHo,10.23
237.8,2,1,Quan 10,NhaO,43.981
54.5,6,5,Quan 4,NhaO,12.148
54.2,2,1,Quan 1,CanHo,6.166
186.8,3,2,Thu Duc,NhaO,17.122
122.5,4,3,Tan Binh,CanHo,7.91
179.8,6,6,Tan Binh,NhaO,31.101
263.6,4,4,Quan 4,NhaO,45.784
115.2,5,5,Quan 12,NhaO,9.379
123.4,3,3,Tan Phu,CanHo,5.276
118.0,4,4,Quan 6,CanHo,9.464
47.9,2,1,Quan 1,CanHo,6.571
33.6,2,2,Binh Chanh,CanHo,0.812
238.0,2,1,Phu Nhuan,NhaO,48.528
184.1,6,4,Quan 4,NhaO,34.292
295.1,3,1,Binh Thanh,NhaO,37.786
44.3,5,4,Go Vap,NhaO,5.189
170.5,6,6,Go Vap,NhaO,19.072
63.6,1,1,Quan 6,CanHo,4.096
149.1,3,3,Binh Tan,NhaO,10.049
81.9,2,2,Nha Be,CanHo,2.454
123.0,3,2,Quan 10,CanHo,9.467
103.1,2,2,Quan 1,CanHo,13.461
166.5,3,2,Quan 6,NhaO,22.19
36.0,3,2,Tan Phu,CanHo,1.872
248.8,6,6,Quan 3,NhaO,61.001
243.4,2,1,Go Vap,NhaO,23.832
63.1,1,1,Quan 7,CanHo,4.285
144.1,2,1,Quan 7,NhaO,17.705
96.1,6,4,Quan 3,NhaO,26.626
137.8,2,2,Quan 5,CanHo,10.562
85.3,3,2,Quan 5,CanHo,6.565
84.6,2,1,Binh Chanh,CanHo,1.984
95.8,2,2,Quan 4,CanHo,7.323
138.7,3,3,Nha Be,CanHo,4.23
52.3,6,5,Quan 3,NhaO,14.901
135.6,2,1,Hoc Mon,CanHo,3.174
86.2,2,2,Quan 4,CanHo,6.309
212.5,2,1,Phu Nhuan,NhaO,45.608
74.5,4,4,Hoc Mon,CanHo,1.866
291.9,2,1,Quan 4,NhaO,42.412
110.5,3,3,Quan 1,NhaO,33.201
165.2,3,3,Tan Phu,NhaO,14.474
195.6,3,1,Go Vap,NhaO,17.7
112.2,2,1,Quan 3,NhaO,26.1
67.1,2,2,Go Vap,CanHo,3.246
160.4,4,2,Tan Binh,NhaO,22.941
242.9,6,6,Quan 10,NhaO,51.784
80.3,2,1,Quan 1,CanHo,11.12
36.1,4,2,Quan 10,NhaO,6.119
91.7,3,2,Thu Duc,CanHo,5.402
42.3,2,1,Quan 8,NhaO,4.124
109.5,4,4,Quan 11,CanHo,7.66
33.9,2,1,Quan 5,NhaO,5.787
62.3,3,3,Hoc Mon,CanHo,1.402
128.9,5,4,Quan 10,NhaO,27.7
169.8,6,6,Thu Duc,NhaO,18.29
47.8,3,3,Nha Be,NhaO,3.412
241.3,4,3,Quan 7,NhaO,31.343
92.2,2,2,Quan 6,CanHo,5.461
219.0,4,2,Quan 10,NhaO,43.811
65.2,2,1,Binh Chanh,NhaO,2.757
262.3,3,2,Quan 6,NhaO,37.209
64.0,6,6,Quan 5,NhaO,16.578
110.7,4,4,Nha Be,NhaO,8.287
83.9,6,5,Quan 12,NhaO,6.384
67.4,4,4,Quan 5,CanHo,7.047
205.7,6,4,Tan Binh,NhaO,34.23
100.2,2,2,Quan 11,CanHo,6.026
60.9,2,1,Go Vap,CanHo,2.612
126.0,2,1,Quan 4,CanHo,9.691
182.4,3,2,Quan 7,NhaO,21.106
155.6,3,1,Quan 7,NhaO,20.965
171.7,4,4,Tan Phu,NhaO,16.343
98.4,4,2,Thu Duc,NhaO,9.082
88.0,1,1,Thu Duc,CanHo,4.134
47.1,2,2,Binh Chanh,CanHo,1.101
97.6,1,1,Quan 4,CanHo,7.686
281.9,5,5,Tan Binh,NhaO,42.334
222.9,2,1,Hoc Mon,NhaO,9.746
58.1,2,2,Binh Thanh,CanHo,4.976
79.8,1,1,Hoc Mon,CanHo,1.589
71.8,4,3,Quan 8,NhaO,9.285
54.6,3,3,Quan 1,CanHo,7.316
260.3,4,3,Tan Phu,NhaO,23.415
43.6,6,5,Quan 8,NhaO,6.448
55.2,3,3,Hoc Mon,NhaO,2.791
138.5,3,3,Binh Tan,NhaO,8.769
39.0,2,1,Quan 4,CanHo,2.52
261.6,6,4,Quan 4,NhaO,51.61
73.0,1,1,Quan 12,CanHo,2.619
83.6,2,2,Tan Phu,CanHo,3.475
74.6,2,2,Quan 6,CanHo,4.217
261.0,3,3,Tan Binh,NhaO,37.191
77.7,4,4,Quan 3,CanHo,7.747
42.8,2,1,Go Vap,CanHo,2.101
49.0,6,4,Binh Tan,NhaO,4.404
170.3,4,3,Quan 4,NhaO,28.142
60.6,2,2,Thu Duc,CanHo,2.757
109.9,4,3,Binh Thanh,NhaO,19.469
66.2,2,1,Tan Binh,NhaO,8.886
127.1,3,1,Binh Thanh,NhaO,20.406
176.7,3,1,Quan 5,NhaO,32.599
186.4,2,1,Quan 5,NhaO,32.658
143.4,5,4,Quan 1,NhaO,48.132
86.7,3,3,Quan 4,CanHo,6.601
241.5,5,3,Phu Nhuan,NhaO,56.643
146.7,4,2,Binh Thanh,NhaO,19.887
134.4,3,3,Thu Duc,NhaO,11.21
149.1,2,2,Thu Duc,NhaO,11.551
123.0,2,2,Phu Nhuan,CanHo,12.209
156.6,3,1,Hoc Mon,NhaO,6.688
42.5,1,1,Quan 12,CanHo,1.378
173.1,6,4,Quan 12,NhaO,13.73
141.1,3,3,Tan Phu,NhaO,14.498
283.4,2,1,Quan 7,NhaO,32.844
44.4,2,1,Hoc Mon,NhaO,1.81
97.2,3,2,Quan 1,NhaO,30.782
96.1,5,3,Binh Chanh,NhaO,5.24
53.4,3,3,Quan 6,CanHo,3.325
123.5,5,4,Quan 3,NhaO,34.617
224.2,4,2,Quan 4,NhaO,42.154
196.8,4,3,Quan 6,NhaO,33.135
69.0,4,3,Quan 11,CanHo,5.578
296.2,6,4,Quan 12,NhaO,24.943
97.1,3,3,Phu Nhuan,CanHo,8.822
119.0,4,4,Go Vap,CanHo,5.838
160.0,5,4,Quan 8,NhaO,19.253
298.0,4,2,Go Vap,NhaO,28.385
91.5,1,1,Quan 1,CanHo,10.505
79.1,5,4,Hoc Mon,NhaO,3.567
124.6,4,3,Phu Nhuan,NhaO,27.582
137.7,3,3,Binh Tan,CanHo,6.046
97.8,3,3,Quan 3,CanHo,10.472
196.1,3,2,Binh Chanh,NhaO,8.858
137.5,4,3,Quan 7,NhaO,17.78
50.2,1,1,Quan 3,CanHo,4.03
47.9,2,2,Go Vap,CanHo,2.065
68.1,2,1,Go Vap,CanHo,3.011
125.3,1,1,Quan 3,CanHo,12.914
216.5,6,4,Thu Duc,NhaO,20.784
192.8,6,6,Quan 10,NhaO,44.307
64.4,1,1,Tan Binh,CanHo,4.003
85.2,4,2,Quan 3,NhaO,21.789
57.8,3,1,Tan Phu,NhaO,4.977
60.7,2,2,Nha Be,CanHo,1.864
60.5,4,3,Quan 10,NhaO,11.654
70.7,1,1,Binh Thanh,CanHo,5.174
115.7,2,2,Tan Phu,CanHo,5.845
36.2,2,1,Quan 10,CanHo,2.591
166.6,3,1,Binh Thanh,NhaO,26.71
188.3,3,2,Binh Chanh,NhaO,9.275
119.2,4,3,Go Vap,CanHo,6.402
132.0,2,1,Quan 3,CanHo,11.339
110.6,6,4,Tan Binh,NhaO,14.713
104.0,2,2,Quan 4,NhaO,17.596
170.0,3,2,Quan 8,NhaO,18.881
157.6,3,2,Quan 7,NhaO,22.232
186.3,3,1,Binh Thanh,NhaO,24.172
270.6,4,3,Quan 11,NhaO,40.536
88.8,1,1,Phu Nhuan,CanHo,7.728
149.0,3,3,Thu Duc,NhaO,14.498
71.5,3,2,Quan 3,CanHo,8.049
132.5,2,2,Quan 11,CanHo,7.722
104.3,2,1,Go Vap,CanHo,4.816
51.6,3,1,Tan Phu,NhaO,4.952
211.3,4,3,Quan 8,NhaO,24.547
134.3,3,3,Quan 3,CanHo,12.869
95.9,2,1,Quan 3,CanHo,8.01
73.2,2,2,Quan 8,CanHo,3.568
211.5,6,4,Quan 10,NhaO,50.861
189.2,3,2,Quan 6,NhaO,26.317
131.5,3,2,Quan 6,CanHo,8.758
291.2,3,2,Tan Binh,NhaO,40.724
279.1,4,2,Thu Duc,NhaO,27.429
74.8,2,2,Phu Nhuan,CanHo,7.106
189.0,2,1,Quan 11,NhaO,29.209
59.7,2,1,Binh Chanh,CanHo,1.55
35.2,2,1,Tan Phu,CanHo,1.408
136.1,3,3,Quan 4,CanHo,10.01
116.4,2,1,Go Vap,CanHo,5.272
145.6,2,1,Quan 11,NhaO,22.863
100.5,3,3,Quan 10,CanHo,8.615
76.3,4,2,Quan 12,NhaO,5.614
97.3,3,3,Nha Be,CanHo,3.311
113.1,3,2,Quan 11,CanHo,7.316
41.5,1,1,Phu Nhuan,CanHo,3.562
85.2,3,3,Nha Be,CanHo,3.282
48.0,3,2,Hoc Mon,CanHo,1.114
253.5,4,2,Binh Thanh,NhaO,39.948
83.4,3,3,Binh Thanh,CanHo,7.35
123.7,1,1,Quan 8,CanHo,5.844
87.4,3,2,Tan Binh,CanHo,5.484
101.4,1,1,Quan 1,CanHo,10.732
98.3,2,1,Go Vap,CanHo,4.708
200.8,4,4,Quan 4,NhaO,35.977
44.4,1,1,Quan 11,CanHo,2.947
124.0,3,2,Thu Duc,CanHo,6.56
93.2,6,5,Quan 1,NhaO,34.01
91.7,1,1,Binh Tan,CanHo,2.809
183.8,5,3,Binh Chanh,NhaO,9.278
65.4,2,1,Quan 4,CanHo,4.966
105.4,3,1,Tan Phu,NhaO,8.398
173.9,4,2,Binh Tan,NhaO,12.512
110.9,1,1,Hoc Mon,CanHo,2.555
209.8,5,3,Quan 3,NhaO,47.896
181.6,5,4,Quan 7,NhaO,25.256
166.5,5,4,Quan 4,NhaO,31.473
38.0,1,1,Phu Nhuan,CanHo,2.894
149.0,3,3,Quan 8,NhaO,16.709
37.8,1,1,Quan 4,CanHo,2.359
131.9,2,1,Binh Chanh,NhaO,6.194
151.3,6,4,Binh Tan,NhaO,11.628
74.5,4,3,Hoc Mon,CanHo,2.017
36.9,1,1,Quan 12,CanHo,1.331
223.9,3,3,Go Vap,NhaO,19.595
85.2,2,1,Tan Phu,CanHo,4.284
113.1,2,2,Binh Thanh,CanHo,9.802
47.5,2,1,Quan 1,CanHo,5.459
43.8,3,3,Quan 12,CanHo,1.697
57.0,3,2,Quan 4,CanHo,4.421
116.1,2,1,Quan 12,CanHo,4.369
193.5,3,1,Tan Binh,NhaO,24.557
199.7,6,6,Quan 7,NhaO,28.741
89.3,2,2,Quan 12,CanHo,3.282
55.1,4,3,Binh Tan,NhaO,4.391
188.4,2,1,Quan 8,NhaO,22.451
41.5,4,4,Quan 7,CanHo,3.198
239.4,3,2,Quan 12,NhaO,16.956
92.3,1,1,Quan 7,CanHo,5.401
68.5,1,1,Quan 3,CanHo,7.044
52.9,2,1,Tan Binh,NhaO,5.824
37.5,3,2,Quan 6,CanHo,2.767
61.3,2,2,Quan 6,CanHo,3.493
131.0,3,3,Binh Chanh,CanHo,3.336
130.0,3,1,Quan 1,NhaO,36.22
78.0,1,1,Binh Tan,CanHo,2.848
249.7,6,4,Quan 11,NhaO,41.542
139.9,3,2,Quan 8,CanHo,7.539
82.2,6,6,Quan 6,NhaO,15.908
91.9,4,3,Quan 1,CanHo,13.622
113.1,1,1,Quan 12,CanHo,3.6
98.6,5,4,Quan 10,NhaO,17.844
282.1,2,1,Tan Phu,NhaO,25.197
45.9,3,1,Quan 8,NhaO,4.985
69.5,2,2,Quan 4,CanHo,5.837
256.6,3,1,Hoc Mon,NhaO,12.552
261.4,6,4,Quan 12,NhaO,18.884
40.2,4,3,Quan 12,CanHo,1.708
148.3,4,2,Quan 1,NhaO,46.762
73.7,3,1,Binh Thanh,NhaO,10.094
72.6,1,1,Hoc Mon,CanHo,1.704
76.6,4,3,Tan Phu,CanHo,4.228
127.7,3,3,Quan 12,CanHo,4.738
197.4,5,3,Tan Phu,NhaO,19.458
203.2,3,3,Quan 8,NhaO,26.619
81.1,5,3,Quan 10,NhaO,15.7
125.3,1,1,Quan 10,CanHo,9.202
127.6,2,2,Quan 11,CanHo,8.163
187.0,4,4,Hoc Mon,NhaO,9.985
73.5,3,3,Tan Phu,CanHo,3.307
259.5,3,1,Quan 7,NhaO,35.285
79.7,2,1,Quan 10,CanHo,5.791
